"","tid","treplyid","root","rlevel","maxdesc","words","lppl","uid","seed"
"83",549672625946238976,549672554664062976,549672120671019008,2,6,7,9.39620017049903,127450783,405728790
"84",549672710360805376,549672625946238976,549672120671019008,3,6,3,6.47481078377609,120506040,405728790
"85",549672819047817216,549672710360805376,549672120671019008,4,6,5,8.53999626189539,127450783,405728790
"86",549673157356179456,9218868437227407266,549673157356179456,0,4,8,7.41631619718317,265561603,405728790
"87",549673242861256704,549672819047817216,549672120671019008,5,6,2,7.34704550428883,120506040,405728790
"88",549673308372078592,549673242861256704,549672120671019008,6,6,2,6.6012344592204,127450783,405728790
"89",549674716680564736,549673157356179456,549673157356179456,1,4,27,8.43985581154212,405728790,405728790
"90",549675230038220800,549674716680564736,549673157356179456,2,4,9,5.45007299494071,2199799554,405728790
"91",549675363551305728,549675230038220800,549673157356179456,3,4,18,6.29775818310698,405728790,405728790
"92",549675565847171072,549675363551305728,549673157356179456,4,4,8,4.99248294464868,858295069,405728790
"93",549675586437013504,549675363551305728,549673157356179456,4,4,6,9.07006189342479,2626722111,405728790
"94",549675617528999936,549675363551305728,549673157356179456,4,4,20,9.23689198298081,2825383788,405728790
"95",549679032682283008,549675363551305728,549673157356179456,4,4,23,4.75716196051563,2199799554,405728790
"96",549680212674609152,9218868437227407266,549680212674609152,0,4,2,11.0898873946326,395706462,405728790
"97",549680483831787520,549680212674609152,549680212674609152,1,4,6,7.61878191360513,110288084,405728790
"98",549681031809613824,549680483831787520,549680212674609152,2,4,10,7.95938764197162,395706462,405728790
"99",549681180270788608,549681031809613824,549680212674609152,3,4,13,7.91835045287562,110288084,405728790
"100",549681684556558336,549681180270788608,549680212674609152,4,4,11,7.07270608374085,395706462,405728790
"101",549732176170725376,549675363551305728,549673157356179456,4,4,12,8.03347255891287,1536302137,405728790
"102",550356300719083520,9218868437227407266,550356300719083520,0,7,3,7.27204185735436,421724221,405728790
"103",550356441463132160,550356300719083520,550356300719083520,1,7,8,6.5929428372165,421724221,405728790
"104",550356609835102208,550356441463132160,550356300719083520,2,7,5,9.30964232812013,421724221,405728790
"105",550356790211117056,550356609835102208,550356300719083520,3,7,1,6.19024742394084,421724221,405728790
"106",550356923199942656,550356790211117056,550356300719083520,4,7,2,7.83319370746991,421724221,405728790
"107",550357043924594688,550356923199942656,550356300719083520,5,5,3,8.06113893854524,421724221,405728790
"108",550357115777191936,550356923199942656,550356300719083520,5,7,7,9.08117982103518,421724221,405728790
"109",550357397542158336,550357115777191936,550356300719083520,6,7,3,6.71139854021333,421724221,405728790
"110",550357458049191936,550357397542158336,550356300719083520,7,7,3,9.17218495546849,421724221,405728790
"111",550357520359772160,550357397542158336,550356300719083520,7,7,5,7.19201657974561,421724221,405728790
"112",550357799075463168,9218868437227407266,550357799075463168,0,4,4,6.93600183526158,421724221,405728790
"113",550357847200890880,550357799075463168,550357799075463168,1,4,6,6.88587936744668,421724221,405728790
"114",550357961579589632,550357847200890880,550357799075463168,2,4,5,7.19201657974561,421724221,405728790
"115",550358048636547072,550357961579589632,550357799075463168,3,4,7,8.92813933118377,421724221,405728790
"116",550358089027710976,550358048636547072,550357799075463168,4,4,6,7.13060144979056,421724221,405728790
"117",550417702615916544,9218868437227407266,550417702615916544,0,9,11,4.56068438857779,405728790,405728790
"118",550417814570676224,550417702615916544,550417702615916544,1,9,4,9.58058080564695,64417750,405728790
"119",550418083613900800,550417814570676224,550417702615916544,2,9,8,8.71275740055792,141849481,405728790
"120",550418316217815040,550418083613900800,550417702615916544,3,9,3,11.4905951993009,64417750,405728790
"121",550418394604777472,550418316217815040,550417702615916544,4,9,9,5.7299388150975,141849481,405728790
"122",550419626539364352,550418394604777472,550417702615916544,5,9,4,12.1440368070383,64417750,405728790
"123",550421755186012160,550419626539364352,550417702615916544,6,9,10,9.68485554768317,141849481,405728790
"124",550422377788899328,550421755186012160,550417702615916544,7,9,8,10.7210991887072,64417750,405728790
"125",550423049057488896,550422377788899328,550417702615916544,8,9,12,8.81099249328338,141849481,405728790
"126",550425979618066432,550423049057488896,550417702615916544,9,9,9,11.6210719920701,64417750,405728790
"127",550430283833806848,9218868437227407266,550430283833806848,0,5,31,6.18853346097859,2715147725,405728790
"128",550430677490208768,550430283833806848,550430283833806848,1,5,29,7.18857895573315,2715147725,405728790
"129",550430821170286592,550430677490208768,550430283833806848,2,5,29,7.40275627948341,2715147725,405728790
"130",550430976552501248,550430821170286592,550430283833806848,3,5,31,6.21326172854747,2715147725,405728790
"131",550431173416345600,550430976552501248,550430283833806848,4,5,34,6.5073966551386,2715147725,405728790
"132",550431352597012480,550431173416345600,550430283833806848,5,5,28,6.74441677445939,2715147725,405728790
"133",550504248446693376,9218868437227407266,550504248446693376,0,8,16,7.76684027186017,405728790,405728790
"134",550544139880652800,550504248446693376,550504248446693376,1,8,24,11.8920798049699,1536302137,405728790
"135",550551771618480128,550544139880652800,550504248446693376,2,8,16,8.14070197990167,2645934987,405728790
"136",550552052758093824,550551771618480128,550504248446693376,3,8,12,8.41904583028274,1536302137,405728790
"137",550552271353028608,550552052758093824,550504248446693376,4,8,16,6.45764025355503,2645934987,405728790
"138",550552758432985088,550552271353028608,550504248446693376,5,8,16,10.5409901037303,1536302137,405728790
"139",550552955972485120,550552758432985088,550504248446693376,6,8,16,7.00954872697226,2645934987,405728790
"140",550553377256386560,550552955972485120,550504248446693376,7,8,20,8.95033426340345,1536302137,405728790
"141",550553969907744768,550553377256386560,550504248446693376,8,8,4,9.21728646444789,2645934987,405728790
"142",550648368478056448,9218868437227407266,550648368478056448,0,4,4,7.81424918969243,148288358,405728790
"143",550648843285843968,550648368478056448,550648368478056448,1,4,3,5.015444045387,184930007,405728790
"144",550652652384960512,550648843285843968,550648368478056448,2,4,11,5.69955163252309,148288358,405728790
"145",550652873152155648,550652652384960512,550648368478056448,3,4,3,10.6383001458356,184930007,405728790
"146",550653022192541696,550652873152155648,550648368478056448,4,4,5,7.03124078999927,148288358,405728790
"147",550782739281367040,9218868437227407266,550782739281367040,0,4,31,6.6353698728377,2645934987,405728790
"148",550783213560659968,550782739281367040,550782739281367040,1,4,32,8.01316632064316,2645934987,405728790
"149",550783702197104640,550783213560659968,550782739281367040,2,4,30,6.27882669339678,2645934987,405728790
"150",550784466692898816,550783702197104640,550782739281367040,3,4,31,7.45215061862425,2645934987,405728790
"151",550784558611042304,550784466692898816,550782739281367040,4,4,12,6.85393328867793,2645934987,405728790
"152",550867012541755392,9218868437227407266,550867012541755392,0,4,1,8.54158065999117,2495665875,405728790
"153",550867053306195968,550867012541755392,550867012541755392,1,4,1,5.59119468762689,2495665875,405728790
"154",550867123455938560,550867053306195968,550867012541755392,2,4,3,6.15466421337316,2495665875,405728790
"155",550867171442962432,550867123455938560,550867012541755392,3,4,3,8.76534246261131,2495665875,405728790
"156",550867241185849344,550867171442962432,550867012541755392,4,4,8,9.39850856692082,2495665875,405728790
"157",550913858030690304,9218868437227407266,550913858030690304,0,8,6,5.21734317999885,141849481,405728790
"158",550913926095859712,550913858030690304,550913858030690304,1,8,18,6.51264092229904,1181356555,405728790
"159",550914069914333184,550913926095859712,550913858030690304,2,8,15,5.64674445755799,141849481,405728790
"160",550914713492525056,550914069914333184,550913858030690304,3,8,4,4.23629361223699,1181356555,405728790
"161",550914887161888768,550914713492525056,550913858030690304,4,8,8,6.34663251238369,141849481,405728790
"162",550916610920173568,550914887161888768,550913858030690304,5,8,20,7.95241511174985,1181356555,405728790
"163",550917504181104640,550916610920173568,550913858030690304,6,8,6,9.55334514236087,141849481,405728790
"164",550927540554973184,550917504181104640,550913858030690304,7,8,14,8.40871610624164,1181356555,405728790
"165",550928136800452608,550927540554973184,550913858030690304,8,8,5,8.96473073268896,141849481,405728790
"166",550942528514445312,9218868437227407266,550942528514445312,0,5,21,8.8265357762654,129696863,405728790
"167",550943401407827968,550942528514445312,550942528514445312,1,5,14,7.69801700924544,333935241,405728790
"168",550943558794870784,550943401407827968,550942528514445312,2,5,6,10.5459683691053,129696863,405728790
"169",550943593234325504,9218868437227407266,550943593234325504,0,4,1,6.19024742394084,129696863,405728790
"170",550943971921244160,550943558794870784,550942528514445312,3,5,11,9.94567353728093,333935241,405728790
"171",550944160149041152,550943971921244160,550942528514445312,4,5,8,9.58670845733828,129696863,405728790
"172",550944328692948992,550944160149041152,550942528514445312,5,5,14,7.17401684786373,333935241,405728790
"173",550945265847242752,550943593234325504,550943593234325504,1,4,7,10.985400808955,333935241,405728790
"174",550945674741559296,550945265847242752,550943593234325504,2,4,12,8.48799273440883,129696863,405728790
"175",550945906908864512,550945674741559296,550943593234325504,3,4,2,11.8662280010348,333935241,405728790
"176",550946118008193024,550945906908864512,550943593234325504,4,4,9,9.26950776218793,129696863,405728790
"177",551303058278191104,9218868437227407266,551303058278191104,0,7,8,9.63897885887835,1181356555,405728790
"178",551303340408066048,551303058278191104,551303058278191104,1,7,8,6.61733521984053,141849481,405728790
"179",551303426525503488,551303340408066048,551303058278191104,2,7,15,8.4453252920284,1181356555,405728790
"180",551303600320675840,551303426525503488,551303058278191104,3,7,14,6.38331203343489,141849481,405728790
"181",551303700644253696,551303600320675840,551303058278191104,4,7,5,10.4142518337423,1181356555,405728790
"182",551303917879836672,551303700644253696,551303058278191104,5,7,11,9.43511390880124,141849481,405728790
"183",551304137913032704,551303917879836672,551303058278191104,6,7,21,9.13000675913999,1181356555,405728790
"184",551304383627939840,551304137913032704,551303058278191104,7,7,15,8.83068949239034,141849481,405728790
"185",551305033178820608,551304137913032704,551303058278191104,7,7,17,5.76939356397166,141849481,405728790
"186",551366377404002304,9218868437227407266,551366377404002304,0,7,5,6.88465896806681,1181356555,405728790
"187",551368166639542272,551366377404002304,551366377404002304,1,7,1,5.96892708833834,141849481,405728790
"188",551368597944033280,551368166639542272,551366377404002304,2,7,7,7.58695234755313,1181356555,405728790
"189",551369069568331776,551368597944033280,551366377404002304,3,7,8,8.0522582864127,141849481,405728790
"190",551369154469437440,551369069568331776,551366377404002304,4,7,17,7.37918772810445,1181356555,405728790
"191",551369431096360960,551369154469437440,551366377404002304,5,7,13,9.41547770769799,141849481,405728790
"192",551371425596968960,551369431096360960,551366377404002304,6,7,21,8.91115226781784,1181356555,405728790
"193",551373954653245440,551371425596968960,551366377404002304,7,7,6,8.45780767307555,141849481,405728790
"194",551650043762319360,551645728599068672,551645728599068672,1,5,6,5.55218337886631,2294518150,405728790
"195",551650532230578176,551650043762319360,551645728599068672,2,5,5,9.87910993124832,2541854413,405728790
"196",551650920577368064,551650532230578176,551645728599068672,3,5,5,8.00802517132166,2294518150,405728790
"197",551651115683418112,551650920577368064,551645728599068672,4,5,5,8.7146610913779,2541854413,405728790
"198",551651253428948992,551651115683418112,551645728599068672,5,5,1,10.7012544720114,2294518150,405728790
"199",551754320660930560,9218868437227407266,551754320660930560,0,4,7,8.06592230190147,1002336344,405728790
"200",551766149067972608,551754320660930560,551754320660930560,1,4,4,9.44363358573064,1002336344,405728790
"201",551767446953426944,551766149067972608,551754320660930560,2,4,1,8.37840757899433,1002336344,405728790
"202",551767638502690816,551767446953426944,551754320660930560,3,4,9,7.73203171604347,405728790,405728790
"203",551768032100777984,551767638502690816,551754320660930560,4,4,17,9.08368408241989,2805937461,405728790
"204",551768076899733504,551767638502690816,551754320660930560,4,4,3,4.99124518490185,339370710,405728790
"205",551770011124367360,551767638502690816,551754320660930560,4,4,5,6.32926534667612,1002336344,405728790
"206",551854992840089600,9218868437227407266,551854992840089600,0,4,15,8.73431672019302,1398273060,405728790
"207",551855242640629760,551854992840089600,551854992840089600,1,4,10,7.88616601155529,2326078148,405728790
"208",551855599944609792,551855242640629760,551854992840089600,2,4,12,8.81558183285689,1398273060,405728790
"209",551855661546758144,551855599944609792,551854992840089600,3,4,2,9.54120118274405,2326078148,405728790
"210",551855933790232576,551855661546758144,551854992840089600,4,4,11,7.67340095278563,1398273060,405728790
"211",551911198023614464,9218868437227407266,551911198023614464,0,18,6,7.31309163192723,405728790,405728790
"212",551911313170247680,551911198023614464,551911198023614464,1,18,4,6.85097439978338,64417750,405728790
"213",552021234691502080,9218868437227407266,552021234691502080,0,5,9,9.29588370273057,333935241,405728790
"214",552021977657913344,552021234691502080,552021234691502080,1,5,25,9.59722201344606,129696863,405728790
"215",552022199234592768,552021977657913344,552021234691502080,2,5,11,10.2522514851482,333935241,405728790
"216",552022694409932800,552022199234592768,552021234691502080,3,5,9,6.46759902941271,129696863,405728790
"217",552022946449874944,552022694409932800,552021234691502080,4,5,20,7.58287208478703,333935241,405728790
"218",552023415905730560,552022946449874944,552021234691502080,5,5,17,10.5387127477218,129696863,405728790
"219",552122403267293184,9218868437227407266,552122403267293184,0,4,27,12.711342180073,2482737563,405728790
"220",552122907733008384,552122403267293184,552122403267293184,1,4,26,13.9385596385595,2482737563,405728790
"221",552123109135122432,552122907733008384,552122403267293184,2,4,28,12.3096440332362,2482737563,405728790
"222",552123631070089216,552123109135122432,552122403267293184,3,4,21,10.7377543523603,2482737563,405728790
"223",552123815409770496,552123631070089216,552122403267293184,4,4,9,13.6486609205702,2482737563,405728790
"224",552130784107450368,9218868437227407266,552130784107450368,0,6,8,5.9631411559292,120506040,405728790
"225",552131644724084736,552130784107450368,552130784107450368,1,6,7,7.3178376713107,120506040,405728790
"226",552136959729369088,552131644724084736,552130784107450368,2,6,5,8.24341679289743,120506040,405728790
"227",552137104780951552,552136959729369088,552130784107450368,3,6,14,6.5497538695929,120506040,405728790
"228",552141800514002944,552137104780951552,552130784107450368,4,6,5,8.60814021512923,120506040,405728790
"229",552167243082395648,552141800514002944,552130784107450368,5,6,1,6.73553571603782,120506040,405728790
"230",552167323529150464,552167243082395648,552130784107450368,6,6,12,7.87978539653849,120506040,405728790
"231",552169585172959232,551911313170247680,551911198023614464,2,18,6,9.23883700535865,141849481,405728790
"232",552173860167352320,552169585172959232,551911198023614464,3,18,2,12.5924360133853,64417750,405728790
"233",552174070607790080,552173860167352320,551911198023614464,4,18,19,8.45050195600538,141849481,405728790
"234",552174541930508288,552174070607790080,551911198023614464,5,18,14,8.70524876953801,64417750,405728790
"235",552174720460660736,552174541930508288,551911198023614464,6,18,7,7.45075762212451,141849481,405728790
"236",552175891154239488,552174720460660736,551911198023614464,7,18,9,8.09062587477574,64417750,405728790
"237",552176118355095552,552175891154239488,551911198023614464,8,18,7,9.95430538098967,141849481,405728790
"238",552177698937012224,552176118355095552,551911198023614464,9,18,20,8.94853952697901,64417750,405728790
"239",552178727040204800,552177698937012224,551911198023614464,10,18,17,7.18838114201035,141849481,405728790
"240",552180293382455296,552178727040204800,551911198023614464,11,18,8,10.7536262626459,64417750,405728790
"241",552206963099332608,9218868437227407266,552206963099332608,0,4,16,9.01788851189219,2711099559,405728790
"242",552207173812781056,552206963099332608,552206963099332608,1,4,1,7.85552258903167,236158576,405728790
"243",552207472199729152,552207173812781056,552206963099332608,2,4,17,8.32416254095205,2711099559,405728790
"244",552207550398357504,552207472199729152,552206963099332608,3,4,5,7.7084217790786,236158576,405728790
"245",552209234944073728,552207550398357504,552206963099332608,4,4,5,13.9007630539529,2711099559,405728790
"246",552230282967777280,552180293382455296,551911198023614464,12,18,8,7.61673261488183,141849481,405728790
"247",552232408087789568,552230282967777280,551911198023614464,13,18,7,8.62970632194555,64417750,405728790
"248",552250661245427712,552232408087789568,551911198023614464,14,14,19,9.19936561685798,141849481,405728790
"249",552252755243307008,552232408087789568,551911198023614464,14,18,7,7.80551818153209,141849481,405728790
"250",552263038636929024,9218868437227407266,552263038636929024,0,8,6,5.50738555437989,269890700,405728790
"251",552263301493563392,552263038636929024,552263038636929024,1,8,2,8.48116975461747,141849481,405728790
"252",552263400177565696,552263301493563392,552263038636929024,2,8,9,6.51227904260048,269890700,405728790
"253",552263763181568000,552263400177565696,552263038636929024,3,8,5,7.49089899919133,141849481,405728790
"254",552263979914252288,552263763181568000,552263038636929024,4,8,12,7.64833600883841,269890700,405728790
"255",552264655788204032,552263979914252288,552263038636929024,5,8,9,9.85414373780863,141849481,405728790
"256",552264841357172736,552264655788204032,552263038636929024,6,8,19,9.6876678673978,269890700,405728790
"257",552265235222917120,552264841357172736,552263038636929024,7,8,13,8.2283232801482,141849481,405728790
"258",552265434792480768,552265235222917120,552263038636929024,8,8,20,8.66999405060815,269890700,405728790
"259",552270501268455424,552252755243307008,551911198023614464,15,18,6,9.7977652664863,64417750,405728790
"260",552270577327943680,552270501268455424,551911198023614464,16,16,10,9.84603566283975,64417750,405728790
"261",552280380754374656,552270501268455424,551911198023614464,16,18,8,8.40643887954084,141849481,405728790
"262",552294666973237248,552280380754374656,551911198023614464,17,18,20,11.4159846613556,64417750,405728790
"263",552295973943517184,9218868437227407266,552295973943517184,0,7,6,8.12986512998941,2326078148,405728790
"264",552296130156195840,552295973943517184,552295973943517184,1,7,3,7.12768486257948,2283003902,405728790
"265",552296188763185152,552296130156195840,552295973943517184,2,7,2,6.39692153997527,2326078148,405728790
"266",552296298100293632,552296188763185152,552295973943517184,3,7,7,6.99454578337483,2283003902,405728790
"267",552296378303787008,552296298100293632,552295973943517184,4,7,7,12.9348942425609,2326078148,405728790
"268",552296697620344832,552296378303787008,552295973943517184,5,7,23,10.4651378178753,2283003902,405728790
"269",552296900788236288,552296697620344832,552295973943517184,6,7,8,5.93955100655952,2326078148,405728790
"270",552296984603021312,552296900788236288,552295973943517184,7,7,4,10.6940182871668,2283003902,405728790
"271",552305398121000960,552294666973237248,551911198023614464,18,18,20,10.8784111582201,141849481,405728790
"272",552336280462589952,9218868437227407266,552336280462589952,0,11,9,7.54494125677913,1064952084,405728790
"273",552345008037453824,552336280462589952,552336280462589952,1,11,5,6.66923941125265,2372958812,405728790
"274",552345198773428224,552345008037453824,552336280462589952,2,11,9,7.27905335871814,1064952084,405728790
"275",552345326515130368,552345198773428224,552336280462589952,3,11,1,7.72996056101802,2372958812,405728790
"276",552345582342529024,552345326515130368,552336280462589952,4,11,4,9.13556052054592,1064952084,405728790
"277",552346148313497600,552345582342529024,552336280462589952,5,11,21,7.20870257896718,2372958812,405728790
"278",552346285328834560,552346148313497600,552336280462589952,6,11,4,10.0467284121972,1064952084,405728790
"279",552346475657961472,552346285328834560,552336280462589952,7,11,10,10.3717766443379,2372958812,405728790
"280",552347243509215232,552346475657961472,552336280462589952,8,11,7,9.27876537616561,1064952084,405728790
"281",552347557813567488,552347243509215232,552336280462589952,9,11,17,9.26253181709866,2372958812,405728790
"282",552347688831041536,552347557813567488,552336280462589952,10,11,4,8.0100412977589,1064952084,405728790
"283",552347878736551936,552347688831041536,552336280462589952,11,11,2,6.27305331765954,2372958812,405728790
"284",552371717365325824,9218868437227407266,552371717365325824,0,10,20,7.43921586776689,405728790,405728790
"285",552371872244195328,552371717365325824,552371717365325824,1,10,11,7.49886515884205,141849481,405728790
"286",552372036115652608,552371872244195328,552371717365325824,2,10,17,7.53207534691182,1181356555,405728790
"287",552372149152124928,552372036115652608,552371717365325824,3,10,7,7.2035829265555,141849481,405728790
"288",552372260464775168,552372149152124928,552371717365325824,4,10,17,7.39357064899127,1181356555,405728790
"289",552372605299462144,552372260464775168,552371717365325824,5,10,4,7.75271514575237,141849481,405728790
"290",552372786774437888,552372605299462144,552371717365325824,6,10,12,8.92155534442949,1181356555,405728790
"291",552373220935213056,552372786774437888,552371717365325824,7,10,6,12.4395452249348,141849481,405728790
"292",552373359301132288,552373220935213056,552371717365325824,8,10,13,10.457791260256,1181356555,405728790
"293",552374644914003968,552373359301132288,552371717365325824,9,10,7,5.50859028110311,141849481,405728790
"294",552374702464049152,552374644914003968,552371717365325824,10,10,16,7.12188573022344,1181356555,405728790
"295",552383053784694784,9218868437227407266,552383053784694784,0,6,7,4.92157438569813,1181356555,405728790
"296",552383895602483200,552383053784694784,552383053784694784,1,6,16,8.39370792268486,2372958812,405728790
"297",552386526072819712,552383895602483200,552383053784694784,2,6,7,7.69103857212482,1181356555,405728790
"298",552386633358905344,552386526072819712,552383053784694784,3,6,17,12.1700001398523,2372958812,405728790
