"","tid","treplyid","root","rlevel","maxdesc","words","lppl","uid","seed"
"7100",552118269323538432,552117944919273472,552112161754214400,18,18,15,7.36970202783519,62633125,16399949
"7101",552118306480877568,552118075051757568,552112161754214400,16,27,15,9.89749003137373,176644153,16399949
"7102",552118450823655424,552118306480877568,552112161754214400,17,21,17,7.49833863944546,14230772,16399949
"7103",552118494113042432,552118306480877568,552112161754214400,17,17,9,6.12158946277751,259498996,16399949
"7104",552118558327832576,552118306480877568,552112161754214400,17,27,9,5.57634073149812,176644153,16399949
"7105",552118679711006720,552118450823655424,552112161754214400,18,21,16,7.92048982305528,259498996,16399949
"7106",552118746182320128,552118558327832576,552112161754214400,18,27,18,8.00888236934247,62633125,16399949
"7107",552118828650725376,552118679711006720,552112161754214400,19,21,17,6.60790135998667,176644153,16399949
"7108",552119009559478272,552118828650725376,552112161754214400,20,20,7,8.37509157600844,62633125,16399949
"7109",552119043285848064,552118746182320128,552112161754214400,19,27,14,8.81297305569507,259498996,16399949
"7110",552119208864399360,552119043285848064,552112161754214400,20,27,9,6.26843439357638,62633125,16399949
"7111",552119316989378560,552119043285848064,552112161754214400,20,21,19,7.03991701091947,176644153,16399949
"7112",552119422790668288,552119208864399360,552112161754214400,21,27,22,6.18113635109613,259498996,16399949
"7113",552119434975141888,552119316989378560,552112161754214400,21,21,16,7.70708989592364,176644153,16399949
"7114",552119637237055488,552118828650725376,552112161754214400,20,21,4,10.1668158517619,14253733,16399949
"7115",552119762223104000,552119422790668288,552112161754214400,22,27,15,8.00217930231248,62633125,16399949
"7116",552119810474409984,552119637237055488,552112161754214400,21,21,15,6.18860269155732,176644153,16399949
"7117",552119908516245504,552119762223104000,552112161754214400,23,27,6,4.99251919998597,259498996,16399949
"7118",552120171864010752,9218868437227407266,552120171864010752,0,4,15,7.72841714611878,5845492,16399949
"7119",552120189526220800,552119908516245504,552112161754214400,24,27,32,7.41090073242503,62633125,16399949
"7120",552120539893235712,552120171864010752,552120171864010752,1,4,22,8.40254312477048,19040598,16399949
"7121",552120764225163264,552120539893235712,552120171864010752,2,4,14,8.3597056419966,12263542,16399949
"7122",552120913169510400,552120189526220800,552112161754214400,25,27,15,8.81734505145888,259498996,16399949
"7123",552121064923611136,552120764225163264,552120171864010752,3,4,19,6.08819673173836,5845492,16399949
"7124",552121117968977920,552121064923611136,552120171864010752,4,4,6,7.93175396103699,19040598,16399949
"7125",552121230229512192,552120913169510400,552112161754214400,26,27,25,5.05661387319533,62633125,16399949
"7126",552121294448500736,552121230229512192,552112161754214400,27,27,1,8.14653812872045,259498996,16399949
"7127",552123889497935872,552117097103654912,552112161754214400,14,15,15,9.76921634284375,517004049,16399949
"7128",552124097308536832,552123889497935872,552112161754214400,15,15,13,6.77448399593638,517004049,16399949
"7129",552146698311438336,9218868437227407266,552146698311438336,0,4,12,10.8729518511301,21687414,16399949
"7130",552150493972418560,9218868437227407266,552150493972418560,0,5,16,10.336673916117,1140451,16399949
"7131",552151260351430656,552150493972418560,552150493972418560,1,5,19,10.3134839530189,100531396,16399949
"7132",552151428257832960,552151260351430656,552150493972418560,2,5,5,7.67903666654725,14678415,16399949
"7133",552151688375988224,552151428257832960,552150493972418560,3,5,5,9.28222664700717,100531396,16399949
"7134",552152073043984384,552151688375988224,552150493972418560,4,5,7,9.04738570069333,1140451,16399949
"7135",552152243546648576,552152073043984384,552150493972418560,5,5,13,8.54477515114398,100531396,16399949
"7136",552152594056220672,552146698311438336,552146698311438336,1,4,19,5.78358237394037,1769191,16399949
"7137",552152906703441920,552152594056220672,552146698311438336,2,4,23,6.82021726354502,21687414,16399949
"7138",552153279095123968,552152906703441920,552146698311438336,3,4,16,8.91779870799476,1769191,16399949
"7139",552153572180099072,552153279095123968,552146698311438336,4,4,8,10.0648370554624,21687414,16399949
"7140",552176946495651840,9218868437227407266,552176946495651840,0,8,17,8.47133786878984,14230772,16399949
"7141",552177245910237184,552176946495651840,552176946495651840,1,8,4,10.980596596742,259498996,16399949
"7142",552177317670572032,552177245910237184,552176946495651840,2,8,6,7.13315248979973,14230772,16399949
"7143",552177459500961792,552177317670572032,552176946495651840,3,8,7,4.02280277549589,259498996,16399949
"7144",552177994513797120,552177459500961792,552176946495651840,4,8,11,8.6482101589096,14230772,16399949
"7145",552178188173189120,552177505030111232,552174980088492032,3,4,25,6.84839759952819,573,16399949
"7146",552179290679562240,552177994513797120,552176946495651840,5,8,11,7.8207278481361,259498996,16399949
"7147",552179506384236544,552179290679562240,552176946495651840,6,8,8,9.86701303692789,14230772,16399949
"7148",552179643051413504,552179506384236544,552176946495651840,7,8,6,6.61591796326304,259498996,16399949
"7149",552179755328749568,552179643051413504,552176946495651840,8,8,4,8.50851580744235,14230772,16399949
"7150",552185000703979520,9218868437227407266,552185000703979520,0,9,28,8.92970520498526,3840,16399949
"7151",552186022390661120,552184281901326336,552184281901326336,1,5,23,9.20476186081769,36058478,16399949
"7152",552189322963976192,552188789746323456,552184281901326336,3,5,5,8.18077444745819,36058478,16399949
"7153",552197726226882560,552185000703979520,552185000703979520,1,9,26,8.46323825806658,817288,16399949
"7154",552199417647071232,552189928684400640,552184281901326336,5,5,25,7.61108383221369,36058478,16399949
"7155",552207343039954944,552197726226882560,552185000703979520,2,9,25,8.3289082526027,3840,16399949
"7156",552208092763787264,552207343039954944,552185000703979520,3,9,28,7.71432108542722,817288,16399949
"7157",552208323919900672,552208092763787264,552185000703979520,4,9,29,7.96894321127162,3840,16399949
"7158",552208667781525504,552208323919900672,552185000703979520,5,9,22,8.11183988831668,3840,16399949
"7159",552208804213829632,552208667781525504,552185000703979520,6,9,21,6.46844158187343,3840,16399949
"7160",552209049023156224,552208804213829632,552185000703979520,7,9,28,6.288282881477,817288,16399949
"7161",552209403957354496,552209049023156224,552185000703979520,8,9,27,8.611176069419,3840,16399949
"7162",552209652788625408,552209403957354496,552185000703979520,9,9,23,6.94422595708472,3840,16399949
"7163",552213957931724800,9218868437227407266,552213957931724800,0,7,22,9.48937835600777,14357989,16399949
"7164",552214036318674944,552213957931724800,552213957931724800,1,7,13,6.57196343978286,18816166,16399949
"7165",552215352135127040,552214326401302528,552213957931724800,3,7,12,8.73805171492784,14357989,16399949
"7166",552216083072307200,9218868437227407266,552216083072307200,0,7,14,7.55890280665052,244602804,16399949
"7167",552216412048351232,552216215486492672,552216083072307200,2,7,19,6.34043230668475,244602804,16399949
"7168",552216894619807744,552216782451539968,552216083072307200,4,4,15,6.77226838054503,244602804,16399949
"7169",552217023099310080,552216782451539968,552216083072307200,4,7,9,7.13468300468756,14608335,16399949
"7170",552217510204801024,552215535954702336,552213957931724800,5,7,4,9.16816815226822,18816166,16399949
"7171",552217655625928704,552217279417827328,552216083072307200,6,7,26,9.17624546908598,56347262,16399949
"7172",552217824396328960,552217632641134592,552213957931724800,7,7,7,9.66566990151322,14534135,16399949
"7173",552221889276706816,552221112382554112,552221112382554112,1,4,9,8.24530550174291,65503437,16399949
"7174",552223040940281856,9218868437227407266,552223040940281856,0,5,17,9.58861720353631,396045469,16399949
"7175",552223947240927232,9218868437227407266,552223947240927232,0,8,11,8.7694378658523,6730222,16399949
"7176",552225008672468992,552224281888063488,552223947240927232,2,8,16,8.81812517179209,6730222,16399949
"7177",552225217813417984,552223040940281856,552223040940281856,1,5,10,7.4869074058398,22396478,16399949
"7178",552225248859680768,552225008672468992,552223947240927232,3,5,7,6.49329507050358,62633125,16399949
"7179",552225606466027520,552225217813417984,552223040940281856,2,5,18,9.93045054385608,538682413,16399949
"7180",552226486523285504,552225008672468992,552223947240927232,3,8,12,7.45294954203847,31521324,16399949
"7181",552227007904247808,552225350324080640,552223947240927232,5,5,25,7.93499999231262,6730222,16399949
"7182",552227473434238976,552226486523285504,552223947240927232,4,8,20,10.1815249981261,6730222,16399949
"7183",552227991250423808,552227759335165952,552223947240927232,6,7,10,10.1982608558606,6730222,16399949
"7184",552228082354884608,552227759335165952,552223947240927232,6,8,16,7.84668761790519,6730222,16399949
"7185",552228413378166784,552225606466027520,552223040940281856,3,5,11,8.09601405835298,176758255,16399949
"7186",552228765221543936,552226335062781952,552221112382554112,3,4,6,9.64441152047117,21518732,16399949
"7187",552228817448992768,552228413378166784,552223040940281856,4,5,10,8.93105954289059,538682413,16399949
"7188",552229238569709568,552228817448992768,552223040940281856,5,5,17,10.2565389488518,22396478,16399949
"7189",552229649795665920,9218868437227407266,552229649795665920,0,5,23,8.74366643015297,281877818,16399949
"7190",552230790419841024,9218868437227407266,552230790419841024,0,8,26,7.01903466936434,281877818,16399949
"7191",552231159900291072,552230988869533696,552230790419841024,2,8,1,6.06212387111212,281877818,16399949
"7192",552233079130296320,552231861595164672,552231627687211008,2,10,10,10.107570185286,176644153,16399949
"7193",552233297548681216,552233157412806656,552231627687211008,4,10,6,7.59115578253598,176644153,16399949
"7194",552234087478726656,552228184557891584,552223947240927232,8,8,8,10.1874881700867,31521324,16399949
"7195",552234370090553344,552232738489913344,552230790419841024,4,8,14,6.01334165796677,281877818,16399949
"7196",552234475405709312,552233852031475712,552231627687211008,6,10,22,9.32409726852643,14230772,16399949
"7197",552234653512663040,552234475405709312,552231627687211008,7,10,10,6.50325649642486,176644153,16399949
"7198",552235796733104128,552234653512663040,552231627687211008,8,10,21,6.27039999107669,14230772,16399949
"7199",552236041847836672,552235719943815168,552230790419841024,6,8,18,7.77762354590312,281877818,16399949
"7200",552238133417213952,552237090629754880,552230790419841024,8,8,10,5.3449562891265,281877818,16399949
"7201",552239124372279296,552235888630329344,552231627687211008,10,10,10,9.5133111081341,14230772,16399949
"7202",552246368329162752,9218868437227407266,552246368329162752,0,8,17,7.03889704699554,11107172,16399949
"7203",552247774859632640,552246368329162752,552246368329162752,1,8,23,7.81766802129075,16112517,16399949
"7204",552248187134554112,552247975196762112,552246368329162752,3,8,26,8.03846361823798,16112517,16399949
"7205",552248761104080896,552247173002584064,552247173002584064,1,5,12,7.42926445275303,21788515,16399949
"7206",552249372230946816,552248886946201600,552247173002584064,3,5,14,9.7906433596748,21788515,16399949
"7207",552250035455291392,552248367389376512,552246368329162752,5,8,19,8.68281204137432,16112517,16399949
"7208",552252606140391424,552250642035916800,552246368329162752,7,8,22,8.78274927751798,16112517,16399949
"7209",552259271241781248,9218868437227407266,552259271241781248,0,7,27,10.5895762480078,14787085,16399949
"7210",552259938199044096,552259271241781248,552259271241781248,1,7,26,10.2455408223926,12263542,16399949
"7211",552260276482215936,552259938199044096,552259271241781248,2,7,16,7.75083425260574,14787085,16399949
"7212",552260410288922624,552260276482215936,552259271241781248,3,7,14,8.01818904901106,12263542,16399949
"7213",552260790854881280,552260410288922624,552259271241781248,4,7,17,8.33768433566651,14787085,16399949
"7214",552260872320847872,552260790854881280,552259271241781248,5,7,8,9.74634300142758,12263542,16399949
"7215",552260989048328192,552260872320847872,552259271241781248,6,7,9,8.86535283164904,14787085,16399949
"7216",552261619619991552,552260989048328192,552259271241781248,7,7,6,4.22380865860602,12263542,16399949
"7217",552261915947577344,552260872320847872,552259271241781248,6,6,25,9.88876759797617,14787085,16399949
"7218",552270442451718144,552249670203084800,552247173002584064,5,5,13,6.78417677441829,21788515,16399949
"7219",552272119061823488,552249670203084800,552247173002584064,5,5,14,6.80792158380811,21788515,16399949
"7220",552313638003175424,552229649795665920,552229649795665920,1,5,13,7.09729475112348,1342956066,16399949
"7221",552314692115648512,552313638003175424,552229649795665920,2,5,14,6.35811841512667,281877818,16399949
"7222",552316645671436288,552314692115648512,552229649795665920,3,5,20,7.33904828291907,1342956066,16399949
"7223",552317295528521728,552316645671436288,552229649795665920,4,5,19,6.45693917850041,281877818,16399949
"7224",552318819122024448,552317295528521728,552229649795665920,5,5,7,4.29465750498495,1342956066,16399949
"7225",552381188107927552,9218868437227407266,552381188107927552,0,4,23,7.89405984627402,504474006,16399949
"7226",552381491838484480,552381188107927552,552381188107927552,1,4,30,7.88247187199881,504474006,16399949
"7227",552381759007260672,552381491838484480,552381188107927552,2,4,30,8.31412096403321,504474006,16399949
"7228",552382062196690944,552381759007260672,552381188107927552,3,4,12,6.68385082003077,504474006,16399949
"7229",552382848217673728,552382062196690944,552381188107927552,4,4,30,8.19388999224236,504474006,16399949
"7230",552446729174650880,9218868437227407266,552446729174650880,0,7,19,6.85817997382465,504474006,16399949
"7231",552447414997909504,552446729174650880,552446729174650880,1,7,11,7.79992915072529,40713876,16399949
"7232",552447576075952128,552447414997909504,552446729174650880,2,7,21,6.85217366836918,504474006,16399949
"7233",552447641788096512,552447576075952128,552446729174650880,3,7,5,8.44369366802603,40713876,16399949
"7234",552447712105607168,552447641788096512,552446729174650880,4,7,7,6.78146463298515,504474006,16399949
"7235",552448452941316096,552447712105607168,552446729174650880,5,7,5,9.56195232938753,40713876,16399949
"7236",552448548848295936,552448452941316096,552446729174650880,6,7,2,5.88115557333595,504474006,16399949
"7237",552449041985179648,552448548848295936,552446729174650880,7,7,11,8.36961479373225,504474006,16399949
"7238",552490023963353088,9218868437227407266,552490023963353088,0,4,25,8.13848684427481,15705567,16399949
"7239",552490446912761856,552490023963353088,552490023963353088,1,4,21,7.25117940100819,5845492,16399949
"7240",552491228097703936,552490446912761856,552490023963353088,2,4,8,6.58485279161447,15705567,16399949
"7241",552491755032305664,552491228097703936,552490023963353088,3,4,14,7.93633170184104,5845492,16399949
"7242",552493338130391040,552491755032305664,552490023963353088,4,4,8,4.81419662756885,15705567,16399949
"7243",552495005592719360,9218868437227407266,552495005592719360,0,8,28,8.22292528280452,1000591,16399949
"7244",552495157950820352,552495005592719360,552495005592719360,1,8,26,7.38571575153991,1000591,16399949
"7245",552495434082816000,552495157950820352,552495005592719360,2,8,26,9.69160395304551,1000591,16399949
"7246",552495696835014656,552495434082816000,552495005592719360,3,8,26,9.37781568452886,1000591,16399949
"7247",552495853697785856,552495696835014656,552495005592719360,4,8,10,9.09541284751426,1000591,16399949
"7248",552496103242096640,552495853697785856,552495005592719360,5,8,20,7.65629614124927,1000591,16399949
"7249",552496222670696448,552496103242096640,552495005592719360,6,8,13,9.19982691102485,1000591,16399949
"7250",552496826646278144,552496222670696448,552495005592719360,7,8,23,8.61951572119398,1000591,16399949
"7251",552496887216230400,552496826646278144,552495005592719360,8,8,2,14.6398268014136,1000591,16399949
"7252",552514271071199232,9218868437227407266,552514271071199232,0,4,26,7.02762959173316,824157,16399949
"7253",552515180673122304,552514271071199232,552514271071199232,1,4,8,6.66600380854169,975731,16399949
"7254",552515429386973184,552515180673122304,552514271071199232,2,4,13,10.0103322832848,14368074,16399949
"7255",552515676171403264,552515429386973184,552514271071199232,3,4,5,5.72552031893316,975731,16399949
"7256",552515834699333632,552515676171403264,552514271071199232,4,4,6,6.95792620327615,824157,16399949
"7257",552530137234018304,9218868437227407266,552530137234018304,0,6,18,10.0235603178638,24773177,16399949
"7258",552561620405469184,9218868437227407266,552561620405469184,0,4,22,8.62682239292007,19040598,16399949
"7259",552562621594214400,552561620405469184,552561620405469184,1,4,20,10.8338862686513,192824559,16399949
"7260",552562730709053440,552562621594214400,552561620405469184,2,4,3,4.63690298308225,19040598,16399949
"7261",552562934824828928,552562730709053440,552561620405469184,3,4,26,9.57123689685855,192824559,16399949
"7262",552562998129479680,552562934824828928,552561620405469184,4,4,2,11.534317474711,19040598,16399949
"7263",552563833584517120,9218868437227407266,552563833584517120,0,5,33,8.37882804509571,31178767,16399949
"7264",552564206814658560,552563833584517120,552563833584517120,1,5,7,6.85236096406505,259498996,16399949
"7265",552564332270469120,552564206814658560,552563833584517120,2,5,9,8.87913291145442,31178767,16399949
"7266",552564860136202240,552564332270469120,552563833584517120,3,5,25,6.91466018975444,259498996,16399949
"7267",552564979908751360,552564860136202240,552563833584517120,4,5,13,9.46245932851963,259498996,16399949
"7268",552565930635837440,552564979908751360,552563833584517120,5,5,3,7.52992243124671,31178767,16399949
"7269",552572579190681600,552571752627585024,552571752627585024,1,12,16,8.57130896077936,18658508,16399949
"7270",552574219603939328,552573464713105408,552571752627585024,3,12,22,11.660655565032,18658508,16399949
"7271",552574287614574592,552574219603939328,552571752627585024,4,12,7,6.06218216840738,18658508,16399949
"7272",552574843892551680,552574627361607680,552571752627585024,5,5,15,7.97283048452593,18658508,16399949
"7273",552575269585027072,552574893020413952,552571752627585024,6,12,14,11.2231872142828,18658508,16399949
"7274",552575893185777664,552574893020413952,552571752627585024,6,9,25,8.53635213514862,18658508,16399949
"7275",552576369348325376,552576002933927936,552571752627585024,8,12,22,10.2962508999814,18658508,16399949
"7276",552577065372106752,552576140003790848,552571752627585024,8,9,17,6.67086865483731,18658508,16399949
"7277",552577494097072128,9218868437227407266,552577494097072128,0,4,18,7.9084226453321,1769191,16399949
"7278",552577960415600640,552576897880948736,552571752627585024,11,11,17,10.2737606384908,18658508,16399949
"7279",552578601175252992,552577896662192128,552571752627585024,12,12,10,8.28610952090414,18658508,16399949
"7280",552580421310226432,552577494097072128,552577494097072128,1,4,16,7.63881237750114,11435642,16399949
"7281",552581637905457152,552579874087788544,552530137234018304,2,6,9,7.20746341420971,202003,16399949
"7282",552581679559483392,552580421310226432,552577494097072128,2,4,11,6.35792318692976,1769191,16399949
"7283",552582035370299392,552581852440322048,552530137234018304,4,6,11,6.03345163489534,202003,16399949
"7284",552582878731587584,552582282188709888,552530137234018304,6,6,16,4.79735025919025,202003,16399949
"7285",552582955991052288,9218868437227407266,552582955991052288,0,8,8,9.22509654885271,244602804,16399949
"7286",552583138518761472,552582955991052288,552582955991052288,1,8,2,7.73662516814378,233998905,16399949
"7287",552583393033322496,552583138518761472,552582955991052288,2,8,19,8.01441108920011,244602804,16399949
"7288",552584130668818432,552583393033322496,552582955991052288,3,8,13,10.3277547195061,233998905,16399949
"7289",552584742395478016,552584130668818432,552582955991052288,4,8,15,7.20996991393607,244602804,16399949
"7290",552584897974792192,552584742395478016,552582955991052288,5,8,6,6.73975361171871,233998905,16399949
"7291",552585067240108032,552584897974792192,552582955991052288,6,8,19,7.84634287068147,244602804,16399949
"7292",552585313739370496,552585067240108032,552582955991052288,7,8,28,8.79662046468851,233998905,16399949
"7293",552585459415941120,552585067240108032,552582955991052288,7,8,19,9.87439739123765,233998905,16399949
"7294",552585475517841408,552585313739370496,552582955991052288,8,8,6,6.66833190424321,244602804,16399949
"7295",552585746557976576,552585459415941120,552582955991052288,8,8,23,9.09575040023343,244602804,16399949
"7296",552585938556448768,552581679559483392,552577494097072128,3,4,22,7.80491186620831,11435642,16399949
"7297",552604926820749312,9218868437227407266,552604926820749312,0,5,22,9.16316156758144,283734762,16399949
"7298",552607184098709504,552604926820749312,552604926820749312,1,5,13,8.9658015968987,176644153,16399949
"7299",552607289937772544,552607184098709504,552604926820749312,2,5,7,6.3439283067813,283734762,16399949
"7300",552607687712989184,552607289937772544,552604926820749312,3,5,16,9.26024447195851,176644153,16399949
"7301",552607918001229824,552607687712989184,552604926820749312,4,4,15,7.64800517981049,176644153,16399949
"7302",552607986229993472,552607687712989184,552604926820749312,4,5,9,6.42759276477312,283734762,16399949
"7303",552608103095873536,552607986229993472,552604926820749312,5,5,3,12.5839359999889,176644153,16399949
"7304",552626125135171584,9218868437227407266,552626125135171584,0,8,19,8.79179779517831,281877818,16399949
"7305",552628437123616768,552627400467816448,552627400467816448,1,4,23,6.64629228647144,192824559,16399949
"7306",552629060384591872,552628437123616768,552627400467816448,2,4,20,7.14433194274491,14834340,16399949
"7307",552629382746214400,552628805039570944,552626125135171584,2,8,8,9.0463027877317,281877818,16399949
"7308",552629669494030336,552626125135171584,552626125135171584,1,4,7,8.99923900311592,70502914,16399949
"7309",552629989250961408,552629060384591872,552627400467816448,3,4,15,5.34292447403407,192824559,16399949
"7310",552630246793818112,552629669494030336,552626125135171584,2,4,8,9.84360076569743,281877818,16399949
"7311",552630501467783168,552630246793818112,552626125135171584,3,4,20,4.4529709503934,70502914,16399949
"7312",552631075605053440,552629989250961408,552627400467816448,4,4,25,10.4558717246401,14834340,16399949
"7313",552631937844936704,552630501467783168,552626125135171584,4,4,28,5.04296383096705,281877818,16399949
"7314",552632100965601280,552631547283927040,552626125135171584,4,8,13,7.07444121239848,281877818,16399949
"7315",552634719842877440,552634366657323008,552626125135171584,6,6,14,7.76303969792693,281877818,16399949
"7316",552635042435203072,552634366657323008,552626125135171584,6,8,3,6.83335818132166,281877818,16399949
"7317",552636140164231168,552635480127598592,552626125135171584,8,8,13,5.2011358886336,281877818,16399949
"7318",552673224769949696,9218868437227407266,552673224769949696,0,8,7,6.45866252279278,135575282,16399949
"7319",552674651852513280,552673224769949696,552673224769949696,1,8,15,5.93480189863316,30013010,16399949
"7320",552674674803757056,552673985457303552,552673985457303552,1,7,26,9.39235177225177,14714825,16399949
"7321",552674942584909824,552674651852513280,552673224769949696,2,8,1,8.13441605189228,135575282,16399949
"7322",552675152031666176,552674964277821440,552673985457303552,3,7,9,7.68009926985692,14714825,16399949
"7323",552675215785066496,552674942584909824,552673224769949696,3,8,2,5.87644081937138,30013010,16399949
"7324",552675379962724352,552675215785066496,552673224769949696,4,8,19,6.49656301259034,135575282,16399949
"7325",552675654060486656,552675455133040640,552673985457303552,5,7,2,4.05365007376509,14714825,16399949
"7326",552675721605545984,552675379962724352,552673224769949696,5,8,10,10.2451723740737,30013010,16399949
"7327",552676020630061056,552675721605545984,552673224769949696,6,8,10,8.67508197942648,135575282,16399949
"7328",552676228692713472,552675742992330752,552673985457303552,7,7,22,9.22341530941034,14714825,16399949
"7329",552676686744260608,552676118369939456,552673224769949696,8,8,7,11.5245221263755,135575282,16399949
"7330",552679075614306304,9218868437227407266,552679075614306304,0,6,14,10.3378337195625,214337395,16399949
"7331",552679195625934848,552679075614306304,552679075614306304,1,6,2,6.31064549752258,37723353,16399949
"7332",552679301444030464,552679195625934848,552679075614306304,2,6,3,8.24543386321917,214337395,16399949
"7333",552679909538414592,552679301444030464,552679075614306304,3,6,27,8.52878617567002,37723353,16399949
"7334",552681074057560064,552679909538414592,552679075614306304,4,6,16,13.3225337869312,214337395,16399949
"7335",552681545207914496,552681074057560064,552679075614306304,5,6,13,9.24333348054339,14714825,16399949
"7336",552681674551861248,552681545207914496,552679075614306304,6,6,6,7.29311294221398,214337395,16399949
"7337",552683092331487232,552681545207914496,552679075614306304,6,6,18,10.6244939111357,14714825,16399949
"7338",552802921004687360,9218868437227407266,552802921004687360,0,4,23,11.5626955806532,60880381,16399949
"7339",552803804543193088,9218868437227407266,552803804543193088,0,4,17,7.97871617840143,281566410,16399949
"7340",552806785216937984,552802921004687360,552802921004687360,1,4,17,9.8485681733091,56347262,16399949
"7341",552807661407043584,552803804543193088,552803804543193088,1,4,25,7.92857759189956,18101656,16399949
"7342",552810864173404160,552807661407043584,552803804543193088,2,4,3,7.66563437494045,281566410,16399949
"7343",552814819083288576,552810864173404160,552803804543193088,3,4,25,6.68619234581414,18101656,16399949
"7344",552815691825684480,552806785216937984,552802921004687360,2,4,24,8.80953020506374,60880381,16399949
"7345",552815930968137728,552815691825684480,552802921004687360,3,4,16,9.94159053282077,56347262,16399949
"7346",552816236216975360,552815930968137728,552802921004687360,4,4,15,11.2132257558065,56347262,16399949
"7347",552822373293256704,9218868437227407266,552822373293256704,0,5,22,8.01645174756157,18658508,16399949
"7348",552832657168814080,552585938556448768,552577494097072128,4,4,7,6.08550751365562,36823,16399949
"7349",552839824118648832,9218868437227407266,552839824118648832,0,4,21,9.45140895358624,97268285,16399949
"7350",552840187194380288,552839824118648832,552839824118648832,1,4,13,6.45704920578827,18160106,16399949
"7351",552840319675678720,552840187194380288,552839824118648832,2,4,9,4.76820020757068,97268285,16399949
"7352",552840460129927168,9218868437227407266,552840460129927168,0,6,19,5.80554526627068,18816166,16399949
"7353",552842172454957056,552840460129927168,552840460129927168,1,6,5,6.73283900035441,14230772,16399949
"7354",552842435336757248,552842172454957056,552840460129927168,2,6,21,7.73336789971403,18816166,16399949
"7355",552842833062027264,552842435336757248,552840460129927168,3,6,13,7.1372268440525,40532389,16399949
"7356",552843069846851584,552842833062027264,552840460129927168,4,6,4,11.5451913448864,18816166,16399949
"7357",552843219646423040,552840460129927168,552840460129927168,1,4,25,7.2090048907145,37723353,16399949
"7358",552843315587350528,552843069846851584,552840460129927168,5,6,13,10.9745938399817,14230772,16399949
"7359",552843658446536704,552843219646423040,552840460129927168,2,4,14,10.7115207179955,214337395,16399949
"7360",552843886578511872,552843315587350528,552840460129927168,6,6,8,6.84753346653227,18816166,16399949
"7361",552843960096280576,552843658446536704,552840460129927168,3,4,22,7.14351586950376,37723353,16399949
"7362",552844120985993216,552840319675678720,552839824118648832,3,4,10,6.42177199135137,18160106,16399949
"7363",552844373202063360,552844120985993216,552839824118648832,4,4,10,8.11923684678127,97268285,16399949
"7364",552844737842266112,552843960096280576,552840460129927168,4,4,21,9.0538580203377,214337395,16399949
"7365",552844845145149440,552843960096280576,552840460129927168,4,4,15,11.9325358893778,214337395,16399949
"7366",552845424839897088,552822373293256704,552822373293256704,1,5,20,7.37370910528162,9549942,16399949
"7367",552845615835525120,9218868437227407266,552845615835525120,0,5,26,6.84085343891633,18816166,16399949
"7368",552845748279463936,552845615835525120,552845615835525120,1,5,6,8.15421053058834,40532389,16399949
"7369",552845777698299904,552845424839897088,552822373293256704,2,5,24,7.62984472218689,18658508,16399949
"7370",552846054602072064,552845777698299904,552822373293256704,3,5,13,7.66603222259299,9549942,16399949
"7371",552846251067461632,552846054602072064,552822373293256704,4,5,17,8.41484587861864,18658508,16399949
"7372",552846421859504128,552846251067461632,552822373293256704,5,5,20,7.99314785860131,9549942,16399949
"7373",552846554063974400,552846024109461504,552845615835525120,3,5,7,7.62060840258671,40532389,16399949
"7374",552847043513692160,552846554063974400,552845615835525120,4,5,21,6.6966476644079,18816166,16399949
"7375",552852814700220416,552814819083288576,552803804543193088,4,4,5,5.7816928064694,281566410,16399949
"7376",552899328944373760,552896869706522624,552896869706522624,1,5,23,6.23089083534304,17837051,16399949
"7377",552900728436445184,552899328944373760,552896869706522624,2,5,22,7.08626363313074,2833186495,16399949
"7378",552901556727599104,9218868437227407266,552901556727599104,0,8,19,8.94371625054899,824157,16399949
"7379",552901877860663296,552901556727599104,552901556727599104,1,8,25,8.8670470248968,40532389,16399949
"7380",552901907808010240,552900967331790848,552896869706522624,4,5,12,7.2111485108206,17837051,16399949
"7381",552902005141016576,552901877860663296,552901556727599104,2,8,3,6.12145063122244,824157,16399949
"7382",552902169716723712,552901907808010240,552896869706522624,5,5,11,8.33067939634255,2833186495,16399949
"7383",552907809172758528,552902005141016576,552901556727599104,3,8,21,8.17638261770899,40532389,16399949
"7384",552908236006117376,552907809172758528,552901556727599104,4,8,8,4.7888057562193,824157,16399949
"7385",552908436611272704,552908236006117376,552901556727599104,5,8,17,6.34209245149558,40532389,16399949
"7386",552909212473630720,552908436611272704,552901556727599104,6,8,27,6.95260148388409,824157,16399949
"7387",552909486844051456,552909212473630720,552901556727599104,7,8,16,9.97498811199193,40532389,16399949
"7388",552909830198157312,552909486844051456,552901556727599104,8,8,16,9.03269871900524,824157,16399949
"7389",552911211805675520,9218868437227407266,552911211805675520,0,14,10,10.5666249126919,34255829,16399949
"7390",552911979963097088,552911444782907392,552911211805675520,2,14,20,7.31904885044808,34255829,16399949
"7391",552912259274391552,552912093780140032,552911211805675520,4,14,16,7.73986834996145,34255829,16399949
"7392",552912534240374784,552912093780140032,552911211805675520,4,10,17,8.41386906317432,34255829,16399949
"7393",552913049552580608,552912259274391552,552911211805675520,5,14,21,8.33430457502299,40144128,16399949
"7394",552913374246600704,552912534240374784,552911211805675520,5,10,20,9.77789801390727,43878033,16399949
"7395",552913447688888320,552913374246600704,552911211805675520,6,6,17,10.47839550148,43878033,16399949
